accountNumber,acqCountry,availableMoney,cardCVV,cardLast4Digits,cardPresent,creditLimit,currentBalance,customerId,enteredCVV,expirationDateKeyInMatch,isFraud,merchantCategoryCode,merchantCountryCode,merchantName,posConditionCode,posEntryMode,transactionAmount,transactionType,accountOpenDate_year,accountOpenDate_month,accountOpenDate_day,transactionDateTime_year,transactionDateTime_month,transactionDateTime_day,transactionDateTime_hour,transactionDateTime_minute,transactionDateTime_second,currentExpDate_year,currentExpDate_month,currentExpDate_day,dateOfLastAddressChange_year,dateOfLastAddressChange_month,dateOfLastAddressChange_day
819670431,3,13665.08,472,6421,0,15000.0,1334.92,819670431,472,0,0,12,3,43,0,1,4.74,1,2013,10,26,2016,9,6,5,47,32,2023,4,1,2013,10,26
814061675,3,112.69,463,2636,1,1000.0,887.31,814061675,463,0,0,8,3,2448,0,1,378.66,1,2011,6,25,2016,10,11,9,44,20,2029,1,1,2011,6,25
406108945,1,24248.02,395,6078,0,50000.0,25751.98,406108945,395,0,0,13,1,1202,1,1,32.71,1,2012,9,18,2016,7,19,21,16,45,2029,12,1,2016,1,29
364792749,3,2168.32,209,4880,0,5000.0,2831.68,364792749,209,0,0,6,3,343,0,0,41.98,1,2014,4,25,2016,6,22,13,47,18,2024,7,1,2014,4,25
336804948,3,1127.29,948,954,0,2500.0,1372.71,336804948,948,0,0,14,3,2479,0,2,263.81,1,2014,4,7,2016,6,23,20,56,9,2029,3,1,2016,2,2
988439457,3,7482.13,924,1496,1,7500.0,17.87,988439457,924,0,0,11,3,1681,0,1,9.38,1,2007,1,2,2016,7,9,16,52,10,2029,3,1,2007,1,2
898770487,3,1149.7,731,829,1,5000.0,3850.3,898770487,731,0,0,5,3,157,0,0,226.72,1,2015,9,6,2016,6,30,2,28,36,2025,1,1,2016,4,9
578996933,3,5615.99,889,8763,1,7500.0,1884.01,578996933,889,0,0,4,3,997,0,1,382.67,1,2015,10,1,2016,3,26,13,57,16,2026,1,1,2015,10,1
801168702,3,5083.69,427,3,1,7500.0,2416.31,801168702,427,0,0,3,3,32,0,1,163.72,1,2005,2,25,2016,5,28,8,34,32,2026,6,1,2016,3,22
269500929,3,6725.72,352,8870,1,7500.0,774.28,269500929,352,0,0,7,3,1770,0,2,41.63,1,2010,6,10,2016,10,11,22,42,30,2027,4,1,2010,6,10
910893563,3,11796.58,701,5766,0,15000.0,3203.42,910893563,701,0,0,14,3,2477,0,0,279.25,1,2015,5,3,2016,5,25,21,32,40,2027,9,1,2015,5,3
714452667,3,2923.12,382,8506,1,7500.0,4576.88,714452667,382,0,0,5,3,361,0,0,4.03,1,2013,11,2,2016,11,23,10,10,48,2022,10,1,2013,11,2
812328116,3,2252.17,312,5335,0,5000.0,2747.83,812328116,312,0,0,14,3,2487,0,1,16.61,1,2011,5,20,2016,12,28,8,24,57,2032,1,1,2016,12,25
456044564,3,591.69,746,5658,1,10000.0,9408.31,456044564,746,0,0,5,3,2129,0,2,342.39,1,2012,10,5,2016,11,19,18,29,48,2026,1,1,2016,11,14
771371396,3,782.39,630,5859,0,5000.0,4217.61,771371396,630,0,0,14,3,2483,1,1,601.14,1,2015,11,22,2016,6,5,15,29,30,2031,7,1,2015,11,22
858210058,3,233.51,961,3556,0,500.0,266.49,858210058,961,0,0,14,3,2486,1,0,151.57,1,2015,11,1,2016,4,3,7,43,57,2028,2,1,2016,2,3
812328116,3,326.13,312,5335,0,5000.0,4673.87,812328116,312,0,0,14,3,2476,0,1,49.26,1,2011,5,20,2016,12,3,10,26,3,2021,7,1,2016,7,20
954822252,3,9611.68,550,0,0,10000.0,388.32,954822252,550,0,0,12,3,43,0,1,3.37,1,2014,4,20,2016,9,23,11,47,0,2030,8,1,2014,4,20
297952999,3,3099.68,556,2386,0,15000.0,11900.32,297952999,556,0,0,14,3,2483,0,1,19.1,1,2014,1,6,2016,4,19,5,13,43,2025,10,1,2016,2,15
456044564,3,4957.23,746,5658,1,10000.0,5042.77,456044564,746,0,0,5,3,1,0,3,72.37,1,2012,10,5,2016,7,14,20,15,35,2028,7,1,2016,7,5
710782007,3,8702.59,363,2745,0,10000.0,1297.41,710782007,363,0,0,14,3,2488,1,2,696.68,1,2012,7,28,2016,8,10,9,21,31,2030,6,1,2016,5,6
351092180,3,1384.49,565,4204,0,2500.0,1115.51,351092180,565,0,0,17,3,2084,0,1,286.38,1,2015,8,18,2016,7,17,10,23,53,2031,5,1,2015,8,18
646934016,3,19851.88,690,1411,0,20000.0,148.12,646934016,690,0,0,14,3,2476,0,1,15.97,1,2014,12,31,2016,9,29,21,6,44,2022,4,1,2016,3,11
565116829,3,11240.34,824,5999,0,20000.0,8759.66,565116829,824,0,0,0,3,868,1,1,27.2,1,2015,3,13,2016,8,3,20,27,24,2021,2,1,2016,7,27
534294820,3,47344.2,969,1878,0,50000.0,2655.8,534294820,969,0,0,14,3,2488,0,1,1.65,1,2008,7,14,2016,2,16,4,22,41,2027,8,1,2008,7,14
521166350,3,7341.35,913,9781,1,7500.0,158.65,521166350,913,0,0,4,3,1350,0,1,34.44,1,2013,10,24,2016,5,11,21,7,32,2025,3,1,2013,10,24
456044564,3,3932.65,746,5658,1,10000.0,6067.35,456044564,746,0,0,10,3,1180,0,0,318.27,1,2012,10,5,2016,10,17,1,14,52,2020,8,1,2016,10,5
314506271,3,250.0,815,2640,1,250.0,0.0,314506271,815,0,0,4,3,1362,0,2,111.09,1,2015,6,15,2016,2,24,20,43,40,2030,12,1,2015,6,15
498535126,3,463.56,875,1181,0,500.0,36.44,498535126,875,0,0,14,3,2472,1,0,309.61,1,2010,5,11,2016,8,1,5,8,40,2029,2,1,2016,1,9
473908077,3,9894.9,445,503,1,10000.0,105.1,473908077,445,0,0,4,3,705,0,1,0.78,1,2014,7,26,2016,7,17,12,42,51,2018,10,1,2016,4,5
587504918,3,249.89,783,6157,1,2500.0,2250.11,587504918,783,0,0,3,3,26,0,2,27.65,1,2015,2,24,2016,2,10,14,14,46,2020,1,1,2015,2,24
720097429,3,8819.12,696,4833,1,10000.0,1180.88,720097429,696,0,0,5,3,1808,0,4,44.34,1,2014,12,27,2016,5,12,6,30,46,2026,1,1,2016,1,17
353215513,3,3202.65,986,2705,1,7500.0,4297.35,353215513,986,0,0,3,3,1535,0,2,14.75,1,2013,7,4,2016,3,6,12,25,29,2028,6,1,2016,1,26
931013168,3,1987.96,932,8265,1,5000.0,3012.04,931013168,932,0,0,3,3,1535,0,2,58.41,1,2013,4,23,2016,10,5,14,52,4,2030,11,1,2016,4,30
318001076,3,44362.2,633,1789,0,50000.0,5637.8,318001076,633,0,0,14,3,2479,0,0,117.43,1,2015,12,11,2016,9,3,10,0,13,2030,12,1,2016,8,31
527298351,3,5775.83,979,6091,1,10000.0,4224.17,527298351,979,0,0,11,3,844,0,0,115.62,1,2015,11,19,2016,3,17,18,51,35,2027,3,1,2015,11,19
226896970,3,34195.21,874,3165,0,50000.0,15804.79,226896970,874,0,0,14,3,2485,0,2,92.95,1,2014,5,25,2016,6,30,23,31,11,2025,11,1,2014,5,25
428892294,0,1119.42,654,4737,0,2500.0,1380.58,428892294,654,0,0,14,0,2483,1,1,383.66,1,2014,5,24,2016,3,10,6,47,36,2019,5,1,2014,5,24
972633729,3,304.63,628,5460,1,2500.0,2195.37,972633729,628,0,0,4,3,2396,0,1,170.88,1,2015,11,1,2016,11,18,11,45,26,2026,5,1,2015,11,1
389173559,3,3149.34,685,9476,0,15000.0,11850.66,389173559,685,0,0,14,3,2475,0,2,49.05,1,2014,3,26,2016,9,3,9,31,39,2026,6,1,2016,5,3
897314075,3,50000.0,264,7530,1,50000.0,0.0,897314075,264,0,0,3,3,28,0,2,12.51,2,2015,1,30,2016,2,17,1,7,13,2027,4,1,2015,1,30
844012955,3,10098.11,368,2567,1,15000.0,4901.89,844012955,368,0,0,4,3,905,0,1,39.48,1,2013,10,5,2016,10,11,16,21,22,2025,4,1,2013,10,5
806663900,3,-361.92,989,9484,1,500.0,861.92,806663900,989,0,0,5,3,1805,0,0,369.67,1,2014,5,31,2016,6,10,18,11,10,2019,11,1,2016,1,16
423667120,3,1944.14,622,6616,1,20000.0,18055.86,423667120,622,0,0,5,3,155,0,1,144.92,1,2015,11,3,2016,2,29,13,2,11,2019,6,1,2016,1,20
453278214,3,6752.26,619,2076,0,7500.0,747.74,453278214,619,0,0,14,3,2488,0,1,0.0,0,2015,7,9,2016,7,18,16,52,32,2026,7,1,2015,7,9
297952999,3,3265.23,556,2386,0,15000.0,11734.77,297952999,556,0,0,14,3,2479,0,2,70.9,1,2014,1,6,2016,10,19,1,8,28,2027,8,1,2016,2,15
724845884,3,815.14,707,5019,1,1000.0,184.86,724845884,707,0,0,11,3,805,0,4,152.99,1,2015,12,30,2016,1,11,15,28,8,2029,5,1,2015,12,30
229332078,3,16921.9,167,5800,1,20000.0,3078.1,229332078,167,0,0,4,3,508,0,1,244.66,1,2015,2,4,2016,7,17,16,1,56,2023,7,1,2016,6,19
347998973,3,4786.91,298,464,0,5000.0,213.09,347998973,298,0,0,18,3,357,0,0,15.12,1,2006,6,1,2016,5,11,18,4,14,2020,10,1,2016,3,20
412735658,3,3164.63,388,1422,0,7500.0,4335.37,412735658,388,0,0,4,3,454,0,2,0.0,0,2015,9,20,2016,10,25,4,0,20,2020,11,1,2015,9,20
196107876,3,5000.0,749,1432,1,5000.0,0.0,196107876,749,0,0,3,3,535,0,2,85.41,1,2008,4,23,2016,4,5,13,17,44,2020,10,1,2008,4,23
324073765,3,3325.05,523,1756,0,15000.0,11674.95,324073765,523,0,0,13,3,1201,0,1,41.2,1,2015,6,11,2016,10,10,3,11,57,2028,5,1,2015,6,11
858210058,3,183.12,961,3556,0,500.0,316.88,858210058,961,0,0,14,3,2488,0,0,69.62,1,2015,11,1,2016,12,16,7,24,26,2031,7,1,2016,2,3
529891431,3,7500.0,424,6834,0,7500.0,0.0,529891431,424,0,0,12,3,43,0,1,3.44,1,2015,8,26,2016,3,13,9,45,18,2024,11,1,2015,8,26
549440923,3,49474.36,251,3705,1,50000.0,525.64,549440923,251,0,0,11,3,1657,0,1,6.57,1,2013,5,26,2016,1,19,16,23,14,2031,6,1,2013,5,26
999275549,3,48068.1,765,9626,0,50000.0,1931.9,999275549,765,0,0,14,3,2473,0,1,47.03,1,2015,11,1,2016,7,25,4,27,52,2023,4,1,2016,6,27
600821276,3,2492.62,575,588,0,2500.0,7.38,600821276,575,0,0,14,3,2485,0,0,208.7,1,2014,2,14,2016,8,3,7,23,40,2027,6,1,2014,2,14
421055437,3,5000.0,778,9303,0,5000.0,0.0,421055437,778,0,0,11,3,1674,0,0,138.74,1,2015,8,24,2016,5,16,16,38,5,2019,11,1,2015,8,24
994724602,3,12869.95,873,5780,0,15000.0,2130.05,994724602,873,0,0,12,3,1309,0,4,3.85,1,2014,12,7,2016,8,27,18,8,54,2023,10,1,2014,12,7
481573616,3,5562.71,688,2070,0,7500.0,1937.29,481573616,688,0,0,13,3,161,0,2,0.0,0,2015,8,10,2016,6,11,13,4,54,2029,1,1,2016,3,18
512097875,3,264.2,249,3498,1,2500.0,2235.8,512097875,249,0,0,7,3,2061,0,0,25.11,1,2014,10,25,2016,8,19,4,51,5,2026,2,1,2014,10,25
710782007,3,7681.51,363,2745,0,10000.0,2318.49,710782007,363,0,0,14,3,2475,0,0,151.01,1,2012,7,28,2016,6,11,18,27,40,2025,9,1,2016,5,6
318001076,3,43749.83,633,1789,1,50000.0,6250.17,318001076,633,0,0,4,3,1737,0,1,69.6,1,2015,12,11,2016,9,3,13,36,26,2021,10,1,2016,8,31
542293379,3,428.62,625,6346,0,1000.0,571.38,542293379,625,0,0,17,3,1065,0,2,73.32,1,2009,12,1,2016,9,20,13,4,52,2030,9,1,2016,8,5
822203001,3,792.12,180,6060,0,5000.0,4207.88,822203001,181,0,0,14,3,2483,1,1,0.0,0,2014,1,11,2016,2,7,19,9,43,2028,8,1,2016,2,3
318856108,3,3042.3,467,7528,1,20000.0,16957.7,318856108,467,0,0,7,3,2047,0,2,52.49,1,2010,7,27,2016,6,21,11,41,10,2031,9,1,2016,6,6
688127731,3,3798.27,801,9550,0,5000.0,1201.73,688127731,801,0,0,17,3,2084,0,0,156.76,1,2015,7,24,2016,7,9,9,52,4,2026,5,1,2015,7,24
890271201,3,2364.35,949,4769,1,5000.0,2635.65,890271201,949,0,0,4,3,1971,0,1,419.35,1,2013,2,14,2016,8,9,21,20,31,2024,9,1,2013,2,14
536188035,3,206.42,982,7298,0,500.0,293.58,536188035,982,0,0,14,3,2477,0,2,131.81,1,2015,8,12,2016,8,2,16,39,51,2025,1,1,2015,8,12
644529402,3,5815.37,402,361,0,50000.0,44184.63,644529402,402,0,0,18,3,2344,0,0,485.61,1,2013,4,1,2016,11,30,8,46,21,2026,5,1,2013,4,1
719248301,3,3700.23,576,2330,1,7500.0,3799.77,719248301,576,0,0,5,3,1138,1,2,51.55,1,2015,6,5,2016,9,6,10,11,31,2029,4,1,2016,8,26
225833737,3,718.23,925,5092,1,1000.0,281.77,225833737,925,0,0,4,3,485,0,1,80.92,1,2014,12,28,2016,7,25,5,10,26,2026,3,1,2016,1,14
370802346,3,4411.4,128,3854,1,5000.0,588.6,370802346,128,0,0,1,3,1798,0,1,56.55,1,2013,8,19,2016,7,4,5,54,52,2024,10,1,2013,8,19
644273001,3,3388.56,116,7598,1,7500.0,4111.44,644273001,116,0,0,4,3,1863,1,1,468.87,1,2012,3,10,2016,12,14,17,40,41,2026,3,1,2016,12,11
608946082,3,9053.12,994,1680,0,10000.0,946.88,608946082,994,0,0,14,3,2475,0,1,15.84,1,2015,5,30,2016,7,24,7,54,9,2026,3,1,2016,5,27
816425459,3,639.62,466,884,1,1000.0,360.38,816425459,466,0,0,3,3,28,0,2,552.93,1,2015,9,20,2016,11,24,2,0,27,2022,6,1,2015,9,20
962783992,3,3855.7,157,1942,1,7500.0,3644.3,962783992,157,0,0,7,3,1129,0,2,39.12,1,2013,11,17,2016,10,30,17,53,39,2024,8,1,2013,11,17
935067404,3,774.77,680,159,0,7500.0,6725.23,935067404,680,0,0,17,3,2084,0,1,238.87,1,2015,5,30,2016,11,22,14,28,52,2027,9,1,2016,7,22
510104884,3,2764.32,633,3559,1,7500.0,4735.68,510104884,633,0,0,8,3,1533,0,0,340.99,1,2012,3,22,2016,5,21,17,36,56,2022,4,1,2016,5,3
877017103,3,2971.65,731,4690,0,5000.0,2028.35,877017103,731,0,0,14,3,2473,0,2,16.55,1,2014,1,31,2016,3,4,11,7,14,2031,4,1,2016,2,25
587000464,3,822.09,699,3016,0,1000.0,177.91,587000464,699,0,0,14,3,2488,1,2,16.97,1,2013,10,25,2016,5,3,12,43,40,2019,12,1,2013,10,25
537052791,3,840.3,418,7787,0,5000.0,4159.7,537052791,418,0,0,14,3,2477,0,1,69.05,1,2012,12,1,2016,3,24,2,59,50,2029,6,1,2016,1,22
661052955,3,154.59,765,234,0,500.0,345.41,661052955,765,0,0,17,3,1065,0,0,47.61,1,2012,6,21,2016,3,27,21,56,29,2027,4,1,2012,6,21
890796581,3,14393.22,772,4962,1,15000.0,606.78,890796581,772,0,0,3,3,1536,0,2,550.41,1,2015,12,31,2016,1,4,23,31,58,2022,12,1,2015,12,31
903360157,3,36886.36,722,7104,1,50000.0,13113.64,903360157,722,0,0,3,3,28,0,0,122.34,1,2015,3,28,2016,12,19,8,17,58,2024,1,1,2016,12,1
954822252,3,9763.23,550,0,0,10000.0,236.77,954822252,550,0,0,18,3,1712,0,1,34.1,1,2014,4,20,2016,2,25,3,0,20,2022,2,1,2014,4,20
318856108,3,17817.79,467,7528,0,20000.0,2182.21,318856108,467,0,0,18,3,290,1,2,0.7,1,2010,7,27,2016,6,30,16,28,13,2026,12,1,2016,6,6
888231319,3,5847.93,486,6743,1,10000.0,4152.07,888231319,486,0,0,3,3,530,0,0,66.8,1,2015,4,9,2016,3,19,5,34,34,2023,2,1,2016,2,7
869324138,3,4480.47,197,3103,1,7500.0,3019.53,869324138,197,0,0,11,3,783,0,1,152.96,1,2011,10,28,2016,12,5,1,43,1,2030,8,1,2016,10,25
719873381,3,411.83,986,2242,1,2500.0,2088.17,719873381,986,0,0,4,3,129,0,2,113.16,1,2015,12,22,2016,8,14,20,2,46,2019,10,1,2016,7,23
314875478,3,2610.05,641,7680,0,15000.0,12389.95,314875478,641,0,0,14,3,2471,1,0,25.76,1,2012,11,9,2016,12,19,15,45,33,2023,2,1,2016,8,30
318001076,3,30120.42,633,1789,0,50000.0,19879.58,318001076,633,0,0,14,3,2471,0,1,0.0,0,2015,12,11,2016,1,5,20,34,18,2025,6,1,2015,12,11
648939042,3,876.54,789,8750,1,7500.0,6623.46,648939042,789,0,0,5,3,931,0,1,54.62,1,2009,5,19,2016,5,15,9,23,57,2029,1,1,2016,2,29
913088788,3,10536.39,173,989,1,15000.0,4463.61,913088788,173,0,0,16,3,2126,0,1,49.28,1,2015,8,1,2016,4,23,0,56,21,2019,4,1,2015,8,1
144991614,3,6081.52,988,244,0,15000.0,8918.48,144991614,988,0,0,14,3,2472,0,2,0.22,1,2015,6,8,2016,9,11,21,47,19,2026,2,1,2016,4,19
239875038,3,4311.98,324,1437,1,7500.0,3188.02,239875038,324,0,0,11,3,1646,0,2,40.37,1,2015,3,12,2016,3,29,9,25,29,2031,8,1,2016,3,11
671323720,3,6378.78,106,6791,1,7500.0,1121.22,671323720,106,0,0,5,3,593,0,2,135.81,1,2013,9,14,2016,3,4,16,25,40,2020,3,1,2013,9,14
452644374,3,676.34,329,383,1,2500.0,1823.66,452644374,329,0,0,5,3,596,0,2,27.6,1,2010,12,18,2016,8,5,1,15,10,2026,10,1,2016,2,7
606585165,3,6837.61,739,8666,0,10000.0,3162.39,606585165,739,0,0,13,3,1134,0,1,37.19,1,2014,5,7,2016,4,8,17,28,24,2023,8,1,2016,2,13
783122633,3,5181.61,963,4639,1,10000.0,4818.39,783122633,963,0,0,4,3,1967,0,2,36.89,1,2014,1,13,2016,5,31,4,34,14,2024,5,1,2016,4,11
118046210,3,15000.0,497,3975,1,15000.0,0.0,118046210,497,0,0,16,3,2086,0,3,30.7,1,2014,9,27,2016,9,2,10,36,23,2018,6,1,2014,9,27
275541201,3,4546.88,854,3444,1,15000.0,10453.12,275541201,854,0,0,3,3,533,0,0,5.47,1,2015,12,7,2016,11,26,15,5,0,2025,9,1,2016,1,29
452644374,3,154.35,329,383,1,2500.0,2345.65,452644374,329,0,0,7,3,1779,0,2,54.78,1,2010,12,18,2016,8,4,23,57,9,2025,8,1,2016,2,7
555023885,3,722.63,488,4543,0,1000.0,277.37,555023885,488,0,0,18,3,1207,1,1,22.46,1,2011,7,29,2016,7,27,5,21,23,2020,10,1,2011,7,29
415793445,3,7272.99,253,9050,1,15000.0,7727.01,415793445,253,0,0,5,3,20,1,1,37.16,1,2015,10,13,2016,5,9,22,43,4,2027,12,1,2015,10,13
458394120,3,3203.46,613,9939,1,5000.0,1796.54,458394120,613,0,0,7,3,2066,0,0,49.54,1,2014,10,9,2016,3,10,6,35,5,2025,1,1,2014,10,9
322215732,3,4846.92,509,5016,1,5000.0,153.08,322215732,509,0,0,4,3,207,0,1,314.15,1,2015,10,31,2016,5,8,1,25,49,2028,9,1,2015,10,31
877017103,3,1338.68,731,4690,0,5000.0,3661.32,877017103,737,0,0,14,3,2475,2,0,8.45,1,2014,1,31,2016,5,30,4,9,39,2026,6,1,2016,5,17
527489111,3,2495.89,146,8254,0,5000.0,2504.11,527489111,146,0,0,5,3,157,1,1,123.87,1,2012,6,23,2016,5,5,21,25,44,2024,4,1,2012,6,23
161089322,3,29.26,880,4406,1,500.0,470.74,161089322,880,0,0,3,3,536,0,0,477.99,1,2014,11,2,2016,12,14,6,30,41,2018,9,1,2016,8,18
714452667,3,3930.45,382,8506,1,7500.0,3569.55,714452667,382,0,0,5,3,153,0,1,84.08,1,2013,11,2,2016,10,11,21,18,50,2019,10,1,2013,11,2
536859690,3,14965.51,951,9801,0,15000.0,34.49,536859690,951,0,0,13,3,1202,0,2,119.62,1,2015,8,8,2016,11,2,21,58,33,2029,10,1,2016,10,11
424516545,3,1533.88,151,3953,0,5000.0,3466.12,424516545,151,0,0,17,3,2084,1,2,9.73,1,2014,2,25,2016,2,24,13,29,43,2028,3,1,2014,2,25
435847426,3,13938.77,126,5815,0,15000.0,1061.23,435847426,126,0,0,14,3,2487,0,0,33.06,1,2012,3,11,2016,1,18,6,33,51,2019,10,1,2012,3,11
938253216,3,6273.38,396,0,0,10000.0,3726.62,938253216,396,0,0,14,3,2479,0,2,307.09,1,2015,11,20,2016,11,8,15,53,37,2022,11,1,2016,11,6
328864015,3,19252.27,801,9758,0,20000.0,747.73,328864015,801,0,0,18,3,1206,0,2,37.48,1,2015,11,12,2016,12,30,4,56,23,2020,7,1,2016,7,7
765970390,3,219.73,554,6062,0,2500.0,2280.27,765970390,554,0,0,0,3,2150,0,0,130.99,1,2012,2,4,2016,4,27,8,44,2,2027,6,1,2012,2,4
949804100,3,13291.2,662,1968,1,15000.0,1708.8,949804100,662,0,0,5,3,597,0,2,20.21,1,2014,11,12,2016,12,30,3,48,3,2029,11,1,2016,10,18
875775708,3,9067.18,710,6239,0,10000.0,932.82,875775708,710,0,0,9,3,321,1,1,32.92,1,2012,5,1,2016,6,9,18,47,33,2028,3,1,2012,5,1
807390108,3,1092.01,755,3883,1,10000.0,8907.99,807390108,755,0,0,4,3,242,1,1,5.34,1,2015,4,9,2016,10,26,16,38,27,2031,12,1,2016,5,17
695477682,3,1538.62,824,4231,0,2500.0,961.38,695477682,824,0,0,17,3,2084,0,2,101.93,1,2015,12,3,2016,7,21,14,26,20,2022,5,1,2015,12,3
394349187,3,1124.67,381,8880,0,2500.0,1375.33,394349187,381,0,0,14,3,2486,0,1,29.16,1,2013,11,18,2016,11,24,18,4,56,2028,11,1,2013,11,18
822520327,3,4551.87,426,9801,1,5000.0,448.13,822520327,426,0,0,3,3,536,1,2,59.68,1,2015,2,8,2016,1,18,11,37,43,2020,9,1,2015,2,8
187203510,3,19940.07,831,96,1,20000.0,59.93,187203510,831,0,0,3,3,536,0,1,9.39,1,2014,5,16,2016,4,6,4,59,39,2022,4,1,2014,5,16
672227705,3,308.41,470,7872,0,500.0,191.59,672227705,470,0,0,17,3,2084,0,0,477.8,1,2014,11,26,2016,9,15,18,38,19,2023,11,1,2016,8,31
844133096,3,6664.59,358,1796,0,7500.0,835.41,844133096,358,0,0,18,3,1710,0,1,207.02,1,2012,5,4,2016,4,29,23,22,12,2024,12,1,2016,4,25
161089322,3,288.1,880,4406,0,500.0,211.9,161089322,880,0,0,3,3,534,0,0,31.26,1,2014,11,2,2016,11,9,9,54,51,2024,12,1,2016,8,18
355778332,3,2140.65,589,1732,0,2500.0,359.35,355778332,589,0,0,0,3,358,0,1,92.91,1,2015,10,20,2016,4,17,15,3,55,2031,5,1,2015,10,20
423667120,3,1480.56,622,6616,1,20000.0,18519.44,423667120,622,0,0,4,3,1924,0,0,153.94,1,2015,11,3,2016,11,24,4,59,29,2019,6,1,2016,9,1
973191329,3,1580.88,366,354,1,15000.0,13419.12,973191329,366,0,0,3,3,534,0,0,179.26,1,2015,7,18,2016,8,15,10,28,43,2025,8,1,2016,7,29
972633729,3,1998.57,290,7389,1,2500.0,501.43,972633729,290,0,0,4,3,1873,0,2,237.86,1,2015,11,1,2016,5,27,23,12,43,2020,1,1,2015,11,1
355997059,3,852.88,943,9137,0,1000.0,147.12,355997059,943,0,0,15,3,2470,0,1,9.18,1,2015,8,24,2016,6,18,3,1,45,2031,8,1,2015,8,24
132318570,3,49762.14,566,5650,1,50000.0,237.86,132318570,566,0,0,4,3,1030,1,2,195.5,1,2015,12,8,2016,1,15,9,39,34,2025,1,1,2015,12,8
275506914,3,160.01,689,820,1,250.0,89.99,275506914,689,0,0,4,3,1506,0,0,246.56,1,2014,12,6,2016,10,20,13,9,57,2030,7,1,2016,6,24
568818309,3,6007.66,520,3740,1,15000.0,8992.34,568818309,520,0,0,4,3,104,0,2,110.58,1,2015,7,15,2016,10,14,15,2,45,2026,8,1,2016,9,24
395834315,3,973.87,827,78,1,2500.0,1526.13,395834315,827,0,0,4,3,1849,0,0,184.19,1,2015,1,25,2016,9,18,17,6,10,2021,12,1,2016,8,16
355582373,3,2888.93,501,8356,0,7500.0,4611.07,355582373,501,0,0,0,3,868,0,1,28.39,1,2013,2,5,2016,2,29,5,41,12,2025,12,1,2013,2,5
676813739,3,1569.85,845,2818,1,5000.0,3430.15,676813739,845,0,0,7,3,1991,0,4,62.54,1,2010,11,11,2016,11,19,4,20,39,2018,12,1,2010,11,11
383028435,3,11777.91,805,5391,1,15000.0,3222.09,383028435,805,0,0,7,3,1983,0,3,50.37,1,2015,11,2,2016,3,15,2,28,42,2020,12,1,2015,11,2
165845158,3,5343.54,760,6965,1,7500.0,2156.46,165845158,760,0,0,8,3,2469,0,1,145.62,1,2015,6,15,2016,1,7,23,56,33,2029,6,1,2015,6,15
838085703,3,3307.37,625,4062,1,5000.0,1692.63,838085703,625,0,0,3,3,534,1,0,87.74,1,2015,9,24,2016,8,18,0,1,31,2031,2,1,2016,7,20
459291345,3,4580.95,724,1651,0,20000.0,15419.05,459291345,724,0,0,14,3,2486,0,2,5.58,1,2012,12,18,2016,7,29,5,14,4,2022,3,1,2016,1,1
456044564,3,3567.81,746,5658,0,10000.0,6432.19,456044564,746,0,0,14,3,2486,0,2,98.95,1,2012,10,5,2016,9,15,2,53,22,2029,9,1,2016,8,26
719873381,3,1800.28,986,2242,1,2500.0,699.72,719873381,986,0,0,4,3,1889,0,0,104.04,1,2015,12,22,2016,12,15,9,37,44,2025,6,1,2016,7,23
983112170,3,591.91,332,1226,0,10000.0,9408.09,983112170,332,0,0,14,3,2471,0,1,17.03,1,2014,3,5,2016,11,20,21,46,53,2021,4,1,2014,3,5
679174732,3,5000.0,823,2447,0,5000.0,0.0,679174732,823,0,0,13,3,1201,0,1,42.08,2,2013,10,30,2016,3,2,17,13,44,2029,3,1,2013,10,30
812328116,3,2675.23,312,5335,0,5000.0,2324.77,812328116,312,0,0,14,3,2471,0,1,45.18,1,2011,5,20,2016,10,10,22,39,19,2022,11,1,2016,7,20
784193558,3,20000.0,980,691,0,20000.0,0.0,784193558,980,0,0,17,3,1065,0,3,185.92,1,2014,7,1,2016,7,7,14,27,19,2020,12,1,2014,7,1
537666122,3,8061.06,510,8325,1,10000.0,1938.94,537666122,510,0,0,4,3,2413,0,4,176.83,1,2015,6,28,2016,6,21,10,18,23,2020,4,1,2015,6,28
146888423,3,7305.48,502,4564,0,7500.0,194.52,146888423,502,0,0,6,3,343,0,1,48.63,1,2015,10,28,2016,10,31,22,52,34,2021,11,1,2015,10,28
408868981,3,8180.66,809,1115,1,15000.0,6819.34,408868981,809,0,0,5,3,1803,0,2,36.5,1,2012,2,14,2016,11,17,11,22,6,2027,3,1,2012,2,14
822203001,3,1067.33,180,6060,0,5000.0,3932.67,822203001,180,0,0,14,3,2473,0,1,166.85,1,2014,1,11,2016,9,15,8,51,31,2031,9,1,2016,9,14
792805703,3,3596.48,273,921,1,7500.0,3903.52,792805703,273,0,0,8,3,2478,0,1,113.62,1,2015,7,15,2016,1,24,7,7,52,2031,4,1,2015,7,15
395834315,3,1253.21,827,78,1,2500.0,1246.79,395834315,827,0,0,4,3,409,0,2,465.06,1,2015,1,25,2016,8,28,0,19,18,2022,1,1,2016,8,16
286398427,3,167.86,381,7436,0,500.0,332.14,286398427,381,0,0,14,3,2477,0,2,5.17,1,2013,11,13,2016,2,18,5,1,17,2025,8,1,2013,11,13
312862832,3,13368.82,724,8134,1,15000.0,1631.18,312862832,724,0,0,3,3,1535,0,0,19.93,1,2013,10,14,2016,4,23,15,2,17,2023,5,1,2013,10,14
